20160258	软件1611班	李四	女	20.4
20160259	软件1604班	李四	男	23.8
20160260	软件1606班	李四	女	73.7
20160261	软件1610班	李四	女	24.7
20160262	软件1607班	李四	女	9.7
20160263	软件1611班	李四	女	95.3
20160264	软件1607班	李四	男	26.8
20160265	软件1607班	李四	女	99.6
20160266	软件1607班	李四	男	41.8
20160267	软件1607班	李四	女	99.4
20160268	软件1603班	李四	女	90.2
20160269	软件1607班	李四	男	28.5
20160270	软件1615班	李四	女	51.3
20160271	软件1609班	李四	男	99.0
20160272	软件1614班	李四	男	98.2
20160273	软件1611班	李四	女	64.6
20160274	软件1611班	李四	男	88.7
20160275	软件1606班	李四	女	55.2
20160276	软件1607班	李四	男	83.4
20160277	软件1612班	李四	男	68.7
20160278	软件1607班	李四	男	68.2
20160279	软件1611班	李四	男	37.1
20160280	软件1608班	李四	男	9.3
20160281	软件1601班	李四	女	41.5
20160282	软件1607班	李四	男	72.1
20160283	软件1603班	李四	女	67.1
20160284	软件1601班	李四	男	38.4
20160285	软件1608班	李四	男	51.3
20160286	软件1609班	李四	男	75.9
20160287	软件1604班	李四	女	88.2
20160288	软件1609班	李四	女	97.7
20160289	软件1611班	李四	男	8.2
20160290	软件1613班	李四	男	53.6
20160291	软件1607班	李四	女	17.9
20160292	软件1607班	李四	男	55.8
20160293	软件1613班	李四	男	84.4
20160294	软件1607班	李四	女	53.0
20160295	软件1605班	李四	男	4.0
20160296	软件1606班	李四	女	66.0
20160297	软件1609班	李四	女	46.9
20160298	软件1610班	李四	男	7.2
20160299	软件1604班	李四	女	5.3
20160300	软件1607班	李四	女	60.8
20160301	软件1615班	李四	男	53.9
20160302	软件1601班	李四	男	62.1
20160303	软件1601班	李四	女	2.0
20160304	软件1604班	李四	男	7.2
20160305	软件1608班	李四	女	61.4
20160306	软件1601班	李四	男	53.6
20160307	软件1604班	李四	男	80.8
20160308	软件1611班	李四	女	44.2
20160309	软件1614班	李四	男	1.7
20160310	软件1606班	李四	男	67.6
20160311	软件1611班	李四	男	52.2
20160312	软件1606班	李四	女	26.3
20160313	软件1605班	李四	男	25.8
20160314	软件1612班	李四	男	47.4
20160315	软件1612班	李四	男	27.4
20160316	软件1605班	李四	女	95.5
20160317	软件1602班	李四	女	44.9
20160318	软件1611班	李四	男	94.2
20160319	软件1615班	李四	男	29.1
20160320	软件1609班	李四	女	81.6
20160321	软件1608班	李四	女	66.8
20160322	软件1605班	李四	女	22.8
20160323	软件1602班	李四	女	9.1
20160324	软件1611班	李四	男	15.1
20160325	软件1615班	李四	女	2.5
20160326	软件1613班	李四	女	91.7
20160327	软件1605班	李四	男	24.0
20160328	软件1611班	李四	女	95.1
20160329	软件1601班	李四	男	5.3
20160330	软件1613班	李四	女	27.2
20160331	软件1613班	李四	男	51.7
20160332	软件1614班	李四	女	16.6
20160333	软件1605班	李四	女	16.4
20160334	软件1605班	李四	女	0.8
20160335	软件1608班	李四	男	39.0
20160336	软件1605班	李四	女	6.2
20160337	软件1606班	李四	男	11.7
20160338	软件1610班	李四	男	97.5
20160339	软件1612班	李四	男	35.8
20160340	软件1601班	李四	女	55.3
20160341	软件1604班	李四	女	83.9
20160342	软件1610班	李四	男	36.1
20160343	软件1614班	李四	女	7.2
20160344	软件1603班	李四	女	65.8
20160345	软件1614班	李四	男	49.4
20160346	软件1607班	李四	男	60.7
20160347	软件1609班	李四	男	13.1
20160348	软件1612班	李四	男	45.2
20160349	软件1604班	李四	男	38.3
20160350	软件1608班	李四	男	29.2
20160351	软件1615班	李四	男	12.1
20160352	软件1611班	李四	男	96.6
20160353	软件1612班	李四	女	10.2
20160354	软件1609班	李四	男	61.7
20160355	软件1613班	李四	男	76.0
20160356	软件1609班	李四	女	49.2
20160357	软件1614班	李四	男	45.0
20160358	软件1603班	李四	男	99.9
20160359	软件1607班	李四	女	98.5
20160360	软件1605班	李四	男	67.3
20160361	软件1610班	李四	男	67.0
20160362	软件1614班	李四	男	50.3
20160363	软件1606班	李四	男	42.1
20160364	软件1609班	李四	女	55.9
20160365	软件1607班	李四	男	0.4
20160366	软件1612班	李四	男	47.4
20160367	软件1606班	李四	男	99.6
20160368	软件1604班	李四	女	55.0
20160369	软件1608班	李四	男	97.6
20160370	软件1602班	李四	男	81.8
20160371	软件1610班	李四	男	33.6
20160372	软件1607班	李四	女	77.1
20160373	软件1614班	李四	男	48.3
20160374	软件1611班	李四	女	79.6
20160375	软件1613班	李四	女	22.4
20160376	软件1602班	李四	女	94.1
20160377	软件1601班	李四	女	54.6
20160378	软件1604班	李四	女	10.3
20160379	软件1609班	李四	女	62.0
20160380	软件1608班	李四	男	29.1
20160381	软件1601班	李四	女	54.7
20160382	软件1614班	李四	女	22.8
20160383	软件1613班	李四	男	64.3
20160384	软件1607班	李四	男	36.2
20160385	软件1615班	李四	男	85.3
20160386	软件1607班	李四	女	81.7
20160387	软件1603班	李四	男	50.5
20160388	软件1601班	李四	男	83.8
20160389	软件1602班	李四	女	3.7
20160390	软件1606班	李四	女	79.6
20160391	软件1613班	李四	女	55.8
20160392	软件1603班	李四	男	69.2
20160393	软件1615班	李四	女	26.5
20160394	软件1613班	李四	男	54.7
20160395	软件1614班	李四	女	52.5
20160396	软件1609班	李四	男	99.2
20160397	软件1612班	李四	女	5.2
20160398	软件1606班	李四	男	27.5
20160399	软件1614班	李四	男	50.2
20160400	软件1610班	李四	男	70.2
20160401	软件1613班	李四	女	28.0
20160402	软件1606班	李四	男	6.2
20160403	软件1608班	李四	女	48.8
20160404	软件1602班	李四	女	68.7
20160405	软件1603班	李四	男	27.9
20160406	软件1606班	李四	男	75.5
20160407	软件1606班	李四	男	6.4
20160408	软件1608班	李四	男	90.3
20160409	软件1601班	李四	女	80.7
20160410	软件1615班	李四	男	100.0
20160411	软件1607班	李四	男	32.6
20160412	软件1612班	李四	女	47.8
20160413	软件1608班	李四	男	97.7
20160414	软件1601班	李四	女	21.5
20160415	软件1611班	李四	男	33.7
20160416	软件1614班	李四	男	94.8
20160417	软件1610班	李四	女	51.3
20160418	软件1601班	李四	男	24.8
20160419	软件1602班	李四	男	15.1
20160420	软件1605班	李四	女	45.7
20160421	软件1610班	李四	男	26.1
20160422	软件1605班	李四	女	78.5
20160423	软件1609班	李四	女	97.4
20160424	软件1607班	李四	女	9.6
20160425	软件1602班	李四	男	51.3
20160426	软件1612班	李四	男	31.6
20160427	软件1607班	李四	男	9.5
20160428	软件1615班	李四	女	93.5
20160429	软件1614班	李四	女	57.2
20160430	软件1610班	李四	男	61.5
20160431	软件1608班	李四	男	3.2
20160432	软件1601班	李四	女	44.8
20160433	软件1606班	李四	男	91.2
20160434	软件1603班	李四	女	24.4
20160435	软件1615班	李四	男	77.5
20160436	软件1610班	李四	女	24.2
20160437	软件1607班	李四	女	48.6
20160438	软件1609班	李四	男	52.8
20160439	软件1604班	李四	男	6.8
20160440	软件1603班	李四	男	96.6
20160441	软件1603班	李四	女	97.4
20160442	软件1605班	李四	女	85.7
20160443	软件1603班	李四	女	45.7
20160444	软件1603班	李四	女	27.0
20160445	软件1615班	李四	男	25.2
20160446	软件1608班	李四	男	88.4
20160447	软件1611班	李四	男	20.5
20160448	软件1607班	李四	男	50.4
20160449	软件1612班	李四	男	94.5
20160450	软件1612班	李四	男	41.4
20160451	软件1614班	李四	男	25.4
20160452	软件1608班	李四	女	61.2
20160453	软件1610班	李四	男	70.7
20160454	软件1608班	李四	男	33.7
20160455	软件1604班	李四	男	11.2
20160456	软件1602班	李四	女	33.7
20160457	软件1612班	李四	女	78.0
20160458	软件1613班	李四	女	94.6
20160459	软件1612班	李四	男	94.1
20160460	软件1615班	李四	男	41.8
20160461	软件1610班	李四	女	45.5
20160462	软件1612班	李四	男	39.7
20160463	软件1608班	李四	女	11.0
20160464	软件1608班	李四	女	93.4
20160465	软件1607班	李四	男	31.3
20160466	软件1609班	李四	男	84.0
20160467	软件1615班	李四	男	21.7
20160468	软件1614班	李四	男	33.1
20160469	软件1608班	李四	女	46.7
20160470	软件1605班	李四	女	98.7
20160471	软件1608班	李四	女	86.0
20160472	软件1611班	李四	女	95.5
20160473	软件1609班	李四	男	63.2
20160474	软件1611班	李四	女	47.2
20160475	软件1602班	李四	女	49.9
20160476	软件1609班	李四	男	10.6
20160477	软件1605班	李四	男	48.4
20160478	软件1601班	李四	男	40.8
20160479	软件1612班	李四	女	34.5
20160480	软件1608班	李四	女	71.7
20160481	软件1606班	李四	女	67.6
20160482	软件1615班	李四	男	93.0
20160483	软件1603班	李四	女	57.5
20160484	软件1611班	李四	男	79.2
20160485	软件1601班	李四	男	87.4
20160486	软件1605班	李四	男	40.0
20160487	软件1605班	李四	男	9.2
20160488	软件1615班	李四	女	61.3
20160489	软件1614班	李四	女	32.5
20160490	软件1613班	李四	女	13.7
20160491	软件1609班	李四	女	70.5
20160492	软件1606班	李四	女	57.6
20160493	软件1603班	李四	女	84.1
20160494	软件1606班	李四	男	21.7
20160495	软件1607班	李四	女	85.8
20160496	软件1613班	李四	男	22.1
20160497	软件1603班	李四	女	50.7
20160498	软件1601班	李四	女	92.4
20160499	软件1602班	李四	女	99.5
20160500	软件1609班	李四	女	65.6
20160501	软件1608班	李四	女	11.7
20160502	软件1607班	李四	男	89.2
20160503	软件1610班	李四	女	21.5
20160504	软件1603班	李四	女	10.3
20160505	软件1607班	李四	男	8.4
20160506	软件1615班	李四	男	84.6
20160507	软件1606班	李四	女	13.1
20160508	软件1607班	李四	男	76.4
20160509	软件1614班	李四	男	55.2
20160510	软件1601班	李四	女	12.0
20160511	软件1603班	李四	女	76.1
20160512	软件1602班	李四	女	51.0
20160513	软件1611班	李四	女	54.5
20160514	软件1609班	李四	男	80.1
20160515	软件1613班	李四	男	80.2
20160516	软件1607班	李四	男	19.2
20160517	软件1609班	李四	男	22.2
20160518	软件1613班	李四	男	43.7
20160519	软件1607班	李四	女	90.5
20160520	软件1612班	李四	女	50.8
20160521	软件1607班	李四	女	76.7
20160522	软件1601班	李四	男	74.5
20160523	软件1614班	李四	女	39.5
20160524	软件1604班	李四	女	43.8
20160525	软件1601班	李四	女	97.6
20160526	软件1610班	李四	女	61.6
20160527	软件1605班	李四	男	43.3
20160528	软件1601班	李四	男	23.7
20160529	软件1606班	李四	女	37.1
20160530	软件1608班	李四	男	6.6
20160531	软件1606班	李四	男	79.9
20160532	软件1601班	李四	男	83.7
20160533	软件1612班	李四	男	54.0
20160534	软件1614班	李四	女	45.4
20160535	软件1613班	李四	女	31.1
20160536	软件1612班	李四	男	31.8
20160537	软件1609班	李四	男	43.6
20160538	软件1603班	李四	男	40.0
20160539	软件1614班	李四	女	38.7
20160540	软件1610班	李四	女	78.9
20160541	软件1608班	李四	男	60.0
20160542	软件1601班	李四	女	39.0
20160543	软件1610班	李四	男	43.6
20160544	软件1605班	李四	男	61.6
20160545	软件1607班	李四	女	59.6
20160546	软件1610班	李四	女	95.1
20160547	软件1612班	李四	女	52.5
20160548	软件1604班	李四	女	44.7
20160549	软件1603班	李四	女	48.0
20160550	软件1607班	李四	男	60.9
20160551	软件1605班	李四	男	29.5
20160552	软件1606班	李四	男	88.2
20160553	软件1615班	李四	女	78.5
20160554	软件1611班	李四	女	62.1
20160555	软件1601班	李四	女	17.2
20160556	软件1604班	李四	男	97.9
20160557	软件1614班	李四	男	33.2
20160558	软件1606班	李四	男	57.0
20160559	软件1602班	李四	男	72.2
20160560	软件1612班	李四	男	97.7
20160561	软件1603班	李四	女	15.5
20160562	软件1606班	李四	男	48.8
20160563	软件1608班	李四	女	42.5
20160564	软件1605班	李四	女	76.8
20160565	软件1608班	李四	男	97.5
20160566	软件1606班	李四	男	14.1
20160567	软件1612班	李四	女	23.7
20160568	软件1606班	李四	男	69.4
20160569	软件1608班	李四	男	93.2
20160570	软件1611班	李四	男	43.7
20160571	软件1603班	李四	女	6.4
20160572	软件1601班	李四	男	15.5
20160573	软件1605班	李四	女	77.0
20160574	软件1611班	李四	女	74.2
20160575	软件1614班	李四	男	64.7
20160576	软件1605班	李四	女	40.2
20160577	软件1602班	李四	女	22.6
20160578	软件1611班	李四	男	0.1
20160579	软件1604班	李四	男	45.8
20160580	软件1601班	李四	女	60.9
20160581	软件1604班	李四	男	19.1
20160582	软件1610班	李四	女	20.5
20160583	软件1606班	李四	男	88.5
20160584	软件1601班	李四	女	0.5
20160585	软件1602班	李四	女	7.9
20160586	软件1609班	李四	男	70.4
20160587	软件1604班	李四	男	38.5
20160588	软件1606班	李四	女	40.7
20160589	软件1604班	李四	女	96.9
20160590	软件1613班	李四	女	24.5
20160591	软件1602班	李四	女	28.4
20160592	软件1607班	李四	男	94.9
20160593	软件1613班	李四	男	25.2
20160594	软件1603班	李四	男	46.7
20160595	软件1610班	李四	女	62.4
20160596	软件1603班	李四	女	22.0
20160597	软件1601班	李四	女	97.1
20160598	软件1607班	李四	男	73.8
20160599	软件1604班	李四	男	75.0
20160600	软件1602班	李四	男	27.5
20160601	软件1612班	李四	男	53.2
20160602	软件1615班	李四	女	86.6
20160603	软件1613班	李四	男	38.6
20160604	软件1603班	李四	女	19.1
20160605	软件1615班	李四	男	19.2
20160606	软件1610班	李四	女	22.9
20160607	软件1614班	李四	女	53.4
20160608	软件1605班	李四	女	94.6
20160609	软件1605班	李四	男	58.0
20160610	软件1614班	李四	女	29.7
20160611	软件1612班	李四	男	91.6
20160612	软件1605班	李四	男	38.3
20160613	软件1615班	李四	女	51.8
20160614	软件1604班	李四	女	33.6
20160615	软件1614班	李四	女	56.3
20160616	软件1614班	李四	男	94.7
20160617	软件1613班	李四	女	58.0
20160618	软件1606班	李四	男	35.8
20160619	软件1609班	李四	女	85.8
20160620	软件1609班	李四	女	70.9
20160621	软件1601班	李四	男	14.8
20160622	软件1601班	李四	男	98.7
20160623	软件1610班	李四	女	54.3
20160624	软件1610班	李四	女	88.1
20160625	软件1607班	李四	男	21.7
20160626	软件1613班	李四	男	98.8
20160627	软件1605班	李四	男	20.3
20160628	软件1603班	李四	女	70.2
20160629	软件1602班	李四	男	81.8
20160630	软件1605班	李四	男	66.0
20160631	软件1609班	李四	女	27.5
20160632	软件1615班	李四	男	6.6
20160633	软件1614班	李四	女	74.9
20160634	软件1614班	李四	男	15.7
20160635	软件1613班	李四	男	91.0
20160636	软件1601班	李四	男	74.3
20160637	软件1615班	李四	女	22.5
20160638	软件1612班	李四	男	5.4
20160639	软件1608班	李四	女	91.4
20160640	软件1611班	李四	女	36.2
20160641	软件1604班	李四	男	19.3
20160642	软件1615班	李四	男	18.8
20160643	软件1605班	李四	男	53.4
20160644	软件1607班	李四	女	60.7
20160645	软件1608班	李四	男	29.7
20160646	软件1605班	李四	男	86.0
20160647	软件1605班	李四	男	10.7
20160648	软件1608班	李四	女	21.5
20160649	软件1603班	李四	男	90.4
20160650	软件1609班	李四	男	96.9
20160651	软件1612班	李四	女	42.7
20160652	软件1603班	李四	女	44.6
20160653	软件1610班	李四	女	19.9
20160654	软件1615班	李四	男	57.4
20160655	软件1608班	李四	女	22.7
20160656	软件1602班	李四	男	66.6
20160657	软件1601班	李四	女	4.2
20160658	软件1601班	李四	男	64.6
20160659	软件1602班	李四	男	37.0
20160660	软件1607班	李四	女	56.3
20160661	软件1612班	李四	男	22.1
20160662	软件1604班	李四	男	50.9
20160663	软件1608班	李四	男	16.0
20160664	软件1609班	李四	男	29.8
20160665	软件1609班	李四	男	73.0
20160666	软件1611班	李四	男	56.8
20160667	软件1605班	李四	女	69.7
20160668	软件1609班	李四	男	59.7
20160669	软件1605班	李四	女	94.6
20160670	软件1601班	李四	男	44.2
20160671	软件1609班	李四	女	35.2
20160672	软件1608班	李四	女	37.2
20160673	软件1608班	李四	女	89.3
20160674	软件1613班	李四	女	55.6
20160675	软件1611班	李四	男	24.4
20160676	软件1611班	李四	男	98.3
20160677	软件1614班	李四	女	33.3
20160678	软件1601班	李四	男	57.2
20160679	软件1604班	李四	女	6.5
20160680	软件1613班	李四	女	64.1
20160681	软件1615班	李四	女	6.3
20160682	软件1605班	李四	男	77.9
20160683	软件1608班	李四	女	72.4
20160684	软件1611班	李四	男	79.8
20160685	软件1614班	李四	男	63.0
20160686	软件1615班	李四	女	71.0
